学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩
柴婷婷,计算机科学与技术,1,女,69,65,76,1,1,1,100.0,76,74,78.5,76,76.75
陈春梅,计算机科学与技术,3,女,79,81,94,0,1,0,33.33,93,81,75.57,68,70.27
张建华,电子信息工程,2,女,76,100,75,1,1,1,100.0,97,77,88.6,62,69.98
陈桂花,英语,2,女,60,88,64,0,1,1,66.67,76,100,78.53,88,85.16
郭淑珍,计算机科学与技术,1,男,82,86,74,1,1,1,100.0,86,89,87.95,88,87.98
文淑珍,会计学,2,男,65,62,72,1,1,1,100.0,72,91,80.65,65,69.69
尤丽娟,会计学,2,女,67,83,60,1,1,1,100.0,76,72,78.0,77,77.3
姚阳,金融学,2,男,93,94,90,1,1,1,100.0,85,79,88.7,65,72.11
徐颖,英语,1,男,61,94,74,1,1,0,66.67,78,79,75.48,60,64.64
吴涛,会计学,2,男,65,76,83,1,1,1,100.0,74,73,79.15,72,74.14
李丽丽,会计学,1,女,70,92,90,1,1,1,100.0,80,92,88.2,97,94.36
严岩,电子信息工程,3,女,64,62,74,1,1,1,100.0,83,83,81.5,94,90.25
李秀英,计算机科学与技术,4,男,66,60,69,1,1,1,100.0,81,100,84.75,99,94.72
齐云,会计学,1,男,67,88,76,1,1,1,100.0,88,90,87.6,96,93.48
曾红霞,会计学,1,女,67,62,80,1,1,1,100.0,99,91,88.4,79,81.82
李勇,英语,3,男,88,79,67,1,1,1,100.0,88,89,87.65,99,95.6
申楠,电子信息工程,2,男,89,76,68,1,1,1,100.0,79,87,84.8,62,68.84
吴鑫,电子信息工程,4,男,65,73,75,1,1,1,100.0,95,72,83.05,88,86.51
曹红梅,会计学,1,女,99,79,92,1,1,1,100.0,80,87,88.75,61,69.32
刘娜,计算机科学与技术,2,男,65,65,94,1,1,1,100.0,100,95,91.15,76,80.54
徐娜,电子信息工程,4,女,69,78,93,1,1,1,100.0,81,90,86.75,86,86.22
陈军,计算机科学与技术,1,女,85,89,100,1,0,1,66.67,98,75,83.98,73,76.29
罗娜,计算机科学与技术,2,男,82,66,80,1,1,1,100.0,79,97,86.8,83,84.14
张秀荣,会计学,4,女,95,83,89,1,1,1,100.0,98,75,89.95,61,69.68
吴宁,英语,3,男,83,70,64,1,1,1,100.0,85,79,82.7,64,69.61
谢帆,计算机科学与技术,1,女,92,88,73,1,1,1,100.0,98,80,89.8,96,94.14
刘玉兰,电子信息工程,2,男,89,95,83,1,1,1,100.0,96,88,92.7,96,95.01
杜红,金融学,4,男,83,97,91,1,1,1,100.0,93,72,88.35,91,90.2
张娜,计算机科学与技术,1,男,67,93,66,1,1,0,66.67,76,74,73.43,73,73.13
王鑫,计算机科学与技术,2,男,69,92,72,1,1,1,100.0,93,84,87.55,95,92.76
陈刚,会计学,3,男,71,62,87,0,1,1,66.67,72,70,70.83,64,66.05
王雪,金融学,2,男,89,87,85,0,0,1,33.33,91,96,79.52,81,80.56
郑梅,金融学,3,女,89,69,97,1,1,1,100.0,98,82,90.5,78,81.75
熊秀云,电子信息工程,1,女,63,83,68,1,1,0,66.67,99,90,81.98,64,69.39
罗凤兰,会计学,4,男,94,61,91,1,1,1,100.0,72,97,86.85,80,82.06
杨林,会计学,2,男,87,60,93,1,0,1,66.67,87,70,76.58,74,74.77
颜萍,会计学,3,女,90,94,100,1,1,1,100.0,82,74,87.4,84,85.02
陈玉,金融学,1,男,78,76,96,1,1,1,100.0,92,85,89.25,77,80.68
黄平,英语,1,女,65,86,88,1,1,1,100.0,80,76,82.9,71,74.57
陶建军,计算机科学与技术,4,女,79,89,75,1,1,1,100.0,94,71,85.55,86,85.86
潘英,英语,4,女,86,75,100,1,1,1,100.0,78,84,86.6,94,91.78
曹桂兰,会计学,4,男,80,73,71,1,1,1,100.0,78,71,79.65,97,91.79
萧玉英,计算机科学与技术,1,女,89,61,70,1,0,1,66.67,76,80,74.33,82,79.7
李凤英,英语,1,男,70,73,62,1,1,0,66.67,84,88,76.83,88,84.65
赵艳,会计学,2,男,84,71,81,1,1,1,100.0,79,79,83.1,89,87.23
宋雪梅,会计学,3,女,69,83,96,1,1,1,100.0,93,97,92.3,92,92.09
黄阳,电子信息工程,3,女,71,89,93,1,1,1,100.0,73,86,85.05,70,74.52
王楠,英语,2,男,64,100,61,1,1,1,100.0,94,93,89.25,92,91.17
许桂兰,会计学,2,男,85,85,80,1,1,1,100.0,98,83,90.25,81,83.78
李鹏,电子信息工程,1,男,89,61,60,1,1,1,100.0,87,76,81.75,74,76.32
胡辉,电子信息工程,1,女,63,92,68,1,0,0,33.33,97,85,74.47,99,91.64
柯梅,会计学,4,男,91,82,93,1,1,1,100.0,73,73,83.1,96,92.13
孙利,英语,2,男,66,76,76,1,1,1,100.0,72,88,81.8,72,74.94
丁瑞,英语,3,男,97,62,67,1,1,1,100.0,79,82,82.85,91,88.56
姚宇,英语,1,女,76,69,92,1,1,1,100.0,90,85,87.45,85,85.73
刘彬,会计学,2,男,62,93,98,1,1,1,100.0,82,95,89.55,80,82.86
郑阳,金融学,1,男,63,78,72,1,1,1,100.0,95,90,87.55,88,87.86
阎志强,电子信息工程,1,女,85,94,76,1,1,0,66.67,72,82,77.33,74,75.0
汪东,会计学,2,男,68,71,72,1,0,1,66.67,74,85,74.18,96,89.45
阎华,英语,4,女,60,83,74,1,1,1,100.0,77,83,81.7,80,80.51
曾明,英语,4,男,88,98,93,1,1,1,100.0,90,99,95.15,61,71.24
程娜,计算机科学与技术,1,男,91,81,65,1,1,1,100.0,96,100,92.7,73,78.91
吕辉,计算机科学与技术,1,男,73,69,99,1,1,1,100.0,87,93,89.1,68,74.33
刘岩,金融学,1,男,72,100,69,0,1,1,66.67,73,99,80.43,89,86.43
刘雪梅,计算机科学与技术,3,男,60,84,74,1,1,1,100.0,89,81,84.3,77,79.19
粟婷,英语,4,女,78,98,82,1,0,1,66.67,87,96,84.88,84,84.26
刘波,计算机科学与技术,1,男,88,64,94,1,1,1,100.0,89,79,86.6,92,90.38
许波,电子信息工程,3,女,84,71,88,1,1,1,100.0,90,100,91.8,72,77.94
林兵,电子信息工程,4,女,86,60,88,1,1,1,100.0,80,89,85.65,96,92.89
张桂花,英语,3,女,69,65,72,1,0,1,66.67,92,86,78.43,82,80.93
刘亮,会计学,4,男,89,70,85,1,1,0,66.67,72,72,73.73,77,76.02
何坤,会计学,4,女,68,69,78,1,1,1,100.0,97,85,87.0,80,82.1
刘瑞,会计学,3,女,80,79,78,1,1,0,66.67,91,91,82.53,68,72.36
马秀芳,计算机科学与技术,4,男,90,73,90,1,1,1,100.0,95,91,91.8,85,87.04
徐婷,金融学,4,男,65,86,81,1,1,1,100.0,97,81,87.7,99,95.61
李颖,会计学,4,男,73,96,91,0,1,1,66.67,94,75,81.58,97,92.37
黄秀华,会计学,4,男,67,93,94,1,1,1,100.0,89,72,85.65,77,79.6
叶玉兰,计算机科学与技术,1,女,74,63,73,1,1,0,66.67,91,74,75.58,81,79.37
王刚,计算机科学与技术,2,女,82,96,88,1,1,1,100.0,95,84,91.35,64,72.2
朱建平,计算机科学与技术,3,男,82,96,80,1,1,1,100.0,100,74,89.3,85,86.29
沈萍,英语,3,男,60,78,72,1,1,1,100.0,91,92,86.75,98,94.62
赵帅,计算机科学与技术,4,男,74,73,88,1,1,1,100.0,89,95,89.5,71,76.55
刘凤英,计算机科学与技术,1,男,74,92,93,1,1,1,100.0,72,79,83.65,94,90.9
蔡佳,计算机科学与技术,3,男,84,70,62,1,1,1,100.0,77,84,81.85,69,72.85
王辉,英语,1,女,86,75,86,1,1,1,100.0,82,71,82.95,81,81.58
樊梅,会计学,1,女,74,91,90,1,0,1,66.67,88,93,84.08,87,86.12
雷凯,英语,3,女,89,60,77,1,1,1,100.0,85,80,83.85,69,73.46
董秀华,英语,4,女,77,66,74,1,1,1,100.0,100,87,88.45,66,72.74
段玉,电子信息工程,1,女,75,66,80,1,1,1,100.0,88,81,84.35,77,79.2
陈桂香,电子信息工程,1,男,81,72,86,0,1,1,66.67,90,95,83.48,90,88.04
林柳,电子信息工程,1,女,72,91,78,1,1,1,100.0,74,72,80.6,95,90.68
蒋桂英,电子信息工程,3,女,91,95,66,1,0,1,66.67,80,92,81.53,72,74.86
迟建国,英语,1,女,76,84,69,0,1,0,33.33,70,96,71.07,98,89.92
许涛,计算机科学与技术,3,男,83,60,73,1,1,1,100.0,94,93,88.35,61,69.2
周秀兰,英语,3,女,79,71,70,1,1,1,100.0,80,83,82.75,84,83.62
李杰,计算机科学与技术,2,男,74,97,84,1,1,1,100.0,98,87,91.75,64,72.32
孙柳,计算机科学与技术,4,男,73,79,77,0,1,1,66.67,93,95,83.23,85,84.47
胡玉华,电子信息工程,3,女,75,77,78,1,1,1,100.0,81,81,83.5,98,93.65
白建军,英语,3,男,75,98,90,1,1,1,100.0,95,88,92.05,96,94.81
李宇,电子信息工程,3,男,93,74,68,1,1,1,100.0,94,94,90.5,99,96.45
陆丹丹,金融学,2,女,94,73,64,1,1,1,100.0,73,71,79.1,80,79.73
王亮,英语,3,女,73,79,67,1,1,1,100.0,97,72,84.15,97,93.14
匡红,电子信息工程,1,女,78,76,88,0,1,1,66.67,73,83,76.53,85,82.46
范璐,电子信息工程,3,女,90,90,78,1,1,1,100.0,99,82,91.05,63,71.41
刘玉英,会计学,2,女,63,85,89,1,1,1,100.0,90,89,88.45,76,79.74
温秀英,计算机科学与技术,4,男,89,71,82,0,1,1,66.67,77,75,75.53,62,66.06
许梅,计算机科学与技术,1,女,78,62,66,1,1,1,100.0,100,93,88.85,97,94.56
赵桂英,英语,2,女,86,75,83,1,1,1,100.0,75,83,83.9,84,83.97
金丽,金融学,3,男,100,62,85,1,1,0,66.67,81,81,78.53,91,87.26
王芳,会计学,3,男,81,78,64,1,1,1,100.0,97,98,91.05,68,74.91
朱建华,计算机科学与技术,4,男,79,63,98,1,1,1,100.0,80,91,86.75,92,90.42
宋秀云,英语,2,女,66,87,72,1,1,1,100.0,85,72,81.75,98,93.12
吴利,会计学,4,女,92,91,71,1,1,1,100.0,76,72,82.4,77,78.62
宋桂花,英语,2,男,74,71,64,1,1,1,100.0,70,84,79.4,69,72.12
朱成,会计学,3,男,82,88,89,1,1,1,100.0,87,82,88.15,61,69.14
沈磊,会计学,3,男,83,65,60,1,1,1,100.0,70,81,78.55,95,90.06
龚秀梅,英语,1,女,62,87,73,1,0,1,66.67,90,85,79.28,92,88.18
章建军,英语,1,女,88,90,66,1,1,1,100.0,70,85,83.15,77,78.84
周旭,计算机科学与技术,3,女,62,88,98,1,1,1,100.0,89,70,84.55,84,84.16
张秀英,金融学,3,女,70,99,63,0,1,1,66.67,75,99,80.03,78,78.61
李萍,电子信息工程,3,女,79,82,61,1,1,1,100.0,93,92,88.45,71,76.24
阮玉英,计算机科学与技术,3,女,62,75,63,0,1,1,66.67,74,90,74.33,88,83.9
陈丽丽,会计学,4,男,63,71,96,1,1,1,100.0,85,97,88.5,86,86.75
戚阳,会计学,1,女,71,71,77,0,1,1,66.67,85,84,77.48,66,69.44
郭超,会计学,1,女,97,90,79,1,0,1,66.67,88,99,86.68,96,93.2
李秀珍,电子信息工程,2,男,67,74,64,1,1,1,100.0,76,85,80.75,68,71.82
管婷,英语,3,男,94,71,76,1,1,1,100.0,77,98,87.85,60,68.35
李慧,英语,4,男,99,95,100,1,1,1,100.0,73,86,89.15,89,89.04
高桂香,计算机科学与技术,4,女,93,65,82,1,1,1,100.0,94,98,92.0,72,78.0
胡佳,计算机科学与技术,4,女,96,60,70,1,1,1,100.0,71,91,83.1,90,87.93
张秀英,计算机科学与技术,3,男,92,70,79,1,1,1,100.0,88,71,83.85,81,81.85
周丽华,会计学,2,男,88,91,61,1,0,1,66.67,100,75,81.08,86,84.52
严倩,计算机科学与技术,3,男,92,77,85,1,1,1,100.0,79,76,84.15,95,91.74
郭娟,金融学,3,女,81,70,91,0,0,1,33.33,76,81,70.12,82,78.44
马楠,计算机科学与技术,4,女,91,95,82,1,1,1,100.0,99,87,93.3,70,76.99
周秀荣,英语,3,男,73,66,82,0,1,1,66.67,86,70,74.43,69,70.63
王瑜,电子信息工程,1,男,71,64,86,1,1,0,66.67,72,74,71.93,61,64.28
樊玉兰,英语,3,男,87,80,81,0,1,0,33.33,92,78,73.97,71,71.89
庞红霞,会计学,2,男,66,74,78,0,1,1,66.67,71,77,72.13,74,73.44
苏桂英,计算机科学与技术,2,男,69,74,97,1,1,1,100.0,85,74,83.75,98,93.72
朱燕,计算机科学与技术,2,女,88,80,96,1,1,1,100.0,98,80,90.9,78,81.87
李龙,金融学,3,男,60,70,90,1,1,1,100.0,75,95,84.5,66,71.55
司斌,英语,1,男,99,65,73,1,1,1,100.0,79,89,85.7,71,75.41
陈婷婷,会计学,4,男,96,76,61,1,1,1,100.0,74,89,84.05,96,92.42
刘勇,计算机科学与技术,3,女,63,91,63,1,1,1,100.0,86,75,81.95,66,70.78
丁畅,英语,2,女,75,88,71,1,1,1,100.0,97,77,86.9,89,88.37
郑霞,英语,3,女,78,69,96,1,1,1,100.0,86,83,86.55,86,86.16
彭旭,金融学,3,女,87,99,95,1,0,1,66.67,93,87,86.43,95,92.43
李丽华,计算机科学与技术,3,女,93,88,99,1,1,1,100.0,75,80,86.75,75,78.53
万楠,计算机科学与技术,3,男,100,82,74,1,1,1,100.0,72,91,86.35,96,93.1
杨红梅,会计学,3,女,79,97,62,1,1,0,66.67,96,79,80.88,74,76.06
郁燕,英语,2,男,86,62,84,1,1,1,100.0,79,99,87.7,76,79.51
苏文,计算机科学与技术,2,女,73,71,78,1,1,1,100.0,97,71,84.2,86,85.46
曾玲,会计学,3,女,63,100,81,1,1,1,100.0,79,89,86.4,71,75.62
刘峰,英语,2,男,94,68,85,1,1,1,100.0,74,88,85.2,61,68.26
周凯,会计学,1,男,96,69,92,0,1,1,66.67,87,98,85.28,94,91.38
张雪,英语,3,女,65,79,87,1,1,1,100.0,86,70,82.1,64,69.43
毛瑞,会计学,3,男,69,91,82,1,1,0,66.67,74,75,74.78,74,74.23
张桂荣,金融学,1,女,86,72,93,1,1,1,100.0,77,80,84.35,61,68.0
马洋,计算机科学与技术,2,女,78,95,93,1,1,1,100.0,71,80,84.35,89,87.6
范旭,电子信息工程,3,女,75,91,71,1,1,1,100.0,70,94,84.7,68,73.01
余玉兰,会计学,3,男,65,75,68,1,1,0,66.67,94,72,75.63,86,82.89
潘建军,会计学,1,女,79,86,66,0,1,1,66.67,91,84,80.18,72,74.45
宋平,英语,4,男,82,82,66,1,1,1,100.0,99,71,85.5,71,75.35
韩霞,英语,2,女,67,81,70,1,1,1,100.0,71,91,82.3,83,82.79
滕海燕,计算机科学与技术,2,男,83,99,60,1,1,0,66.67,89,98,84.28,68,72.88
龚雪,英语,3,男,73,75,81,0,1,1,66.67,97,97,84.73,98,94.02
赵雪,会计学,4,男,75,87,84,1,1,1,100.0,85,95,89.6,70,75.88
韩红霞,电子信息工程,3,女,72,75,85,1,1,1,100.0,87,99,89.7,76,80.11
韦欢,金融学,1,男,64,82,70,1,1,1,100.0,75,95,84.1,99,94.53
汪玉,金融学,3,男,89,80,62,1,1,1,100.0,97,79,87.1,63,70.23
高建军,计算机科学与技术,1,女,89,96,91,0,1,1,66.67,84,81,82.18,85,84.15
张雷,金融学,3,男,65,70,82,1,0,1,66.67,76,70,71.53,66,67.66
李建军,会计学,2,女,62,81,94,1,1,0,66.67,95,81,81.03,89,86.61
马秀英,电子信息工程,3,男,88,71,97,1,1,1,100.0,81,87,87.6,72,76.68
崔秀芳,英语,4,女,78,93,69,1,1,1,100.0,79,88,85.75,66,71.92
陈秀英,电子信息工程,3,女,70,90,64,1,0,1,66.67,86,74,75.73,62,66.12
郭超,金融学,3,男,76,100,75,1,1,1,100.0,93,82,88.85,75,79.16
谢琴,金融学,4,男,93,97,88,0,1,1,66.67,80,92,84.13,95,91.74
黄桂英,计算机科学与技术,1,女,68,94,76,1,1,1,100.0,96,99,92.55,60,69.76
马柳,会计学,2,男,62,87,75,1,1,1,100.0,88,83,85.15,61,68.24
孙兰英,会计学,3,男,69,62,62,1,1,1,100.0,70,78,76.3,96,90.09
杨洋,金融学,2,男,74,72,80,1,1,1,100.0,74,90,83.6,93,90.18
张玉,会计学,4,男,62,74,82,1,1,1,100.0,88,100,88.8,88,88.24
曹旭,计算机科学与技术,3,男,68,99,76,1,1,1,100.0,78,96,87.8,80,82.34
米伟,英语,1,男,61,76,65,1,0,1,66.67,86,93,78.28,75,75.98
宋宁,计算机科学与技术,4,男,85,77,89,1,1,1,100.0,77,78,83.85,89,87.46
赵柳,会计学,1,女,81,70,87,1,1,0,66.67,99,92,84.88,82,82.86
秦佳,电子信息工程,4,女,81,92,75,1,1,1,100.0,93,88,90.05,99,96.32
钟兰英,英语,1,女,90,73,71,1,1,0,66.67,98,97,85.48,60,67.64
阎玉珍,计算机科学与技术,3,男,100,74,84,0,0,1,33.33,70,77,69.22,91,84.47
王秀芳,英语,2,男,85,76,89,1,1,1,100.0,91,81,88.0,78,81.0
朱宁,会计学,3,女,73,77,87,1,0,1,66.67,81,77,76.53,81,79.66
陶帅,英语,1,女,72,63,69,1,1,1,100.0,84,81,81.65,100,94.5
林辉,金融学,1,女,94,80,92,1,1,1,100.0,90,82,89.6,86,87.08
贾志强,会计学,1,男,90,84,96,1,1,1,100.0,91,88,91.75,65,73.03
韩颖,计算机科学与技术,3,女,81,74,66,1,1,1,100.0,76,88,83.1,92,89.33
鄢淑英,电子信息工程,1,女,63,68,70,1,1,1,100.0,74,74,77.1,84,81.93
曾涛,电子信息工程,4,男,67,73,90,1,1,1,100.0,85,96,88.25,72,76.88
张瑜,会计学,3,女,82,71,94,1,1,1,100.0,100,76,88.7,74,78.41
李金凤,会计学,1,女,77,61,77,1,1,1,100.0,77,89,83.0,68,72.5
左红梅,英语,1,男,97,61,74,1,1,1,100.0,79,94,86.45,87,86.84
杨玉兰,电子信息工程,1,女,62,92,70,1,1,1,100.0,86,90,86.4,72,76.32
黄博,金融学,1,男,73,93,100,1,1,1,100.0,76,77,84.85,78,80.05
邢桂英,英语,2,男,94,62,70,1,0,0,33.33,70,74,65.27,100,89.58
何英,金融学,3,男,67,81,97,1,1,1,100.0,83,73,83.5,86,85.25
黄利,会计学,1,女,64,87,94,1,1,1,100.0,92,90,90.0,100,97.0
沈冬梅,英语,3,男,85,69,89,0,1,1,66.67,100,75,81.38,77,78.31
谢丹,英语,3,女,86,81,94,0,1,1,66.67,87,73,79.43,96,91.03
姜海燕,电子信息工程,4,男,100,93,87,1,1,1,100.0,90,100,95.5,99,97.95
曾娟,金融学,2,男,86,99,97,0,1,1,66.67,75,93,83.53,68,72.66
傅玉英,金融学,3,男,69,85,96,1,1,1,100.0,91,81,88.0,83,84.5
林玉华,英语,4,男,70,68,67,1,1,1,100.0,91,73,81.5,84,83.25
姜建华,计算机科学与技术,2,男,99,84,70,1,0,1,66.67,98,96,87.13,66,72.34
张超,计算机科学与技术,3,女,98,66,89,1,1,1,100.0,96,81,89.55,75,79.36
孟静,计算机科学与技术,1,男,73,82,68,1,1,1,100.0,89,76,83.55,68,72.66
范斌,电子信息工程,2,女,61,95,80,1,1,1,100.0,77,97,87.1,82,83.53
张磊,金融学,3,男,67,76,78,1,0,1,66.67,91,91,80.93,93,89.38
李慧,英语,2,女,85,70,68,1,0,1,66.67,72,98,78.13,88,85.04
王坤,英语,1,女,76,60,64,1,1,1,100.0,80,84,81.0,85,83.8
尹淑珍,电子信息工程,3,女,69,60,62,1,1,1,100.0,89,87,83.1,80,80.93
朱红梅,电子信息工程,4,女,93,61,76,1,1,1,100.0,100,84,89.0,96,93.9
管秀梅,金融学,4,男,81,67,73,1,0,0,33.33,96,99,77.52,96,90.46
王平,金融学,3,男,90,86,79,1,1,1,100.0,84,70,84.0,68,72.8
王建华,金融学,2,男,64,88,84,1,1,1,100.0,98,74,86.6,62,69.38
姚秀珍,英语,2,男,67,82,74,1,1,1,100.0,80,98,86.8,74,77.84
高楠,电子信息工程,4,女,89,73,68,1,1,1,100.0,92,85,87.25,96,93.37
黄建国,计算机科学与技术,3,女,85,97,94,1,1,0,66.67,72,82,79.43,84,82.63
罗欢,金融学,4,女,64,68,100,1,1,1,100.0,80,100,88.2,80,82.46
吕鹏,计算机科学与技术,4,男,63,99,86,1,1,1,100.0,97,71,86.8,86,86.24
吴成,计算机科学与技术,2,女,65,72,78,1,0,1,66.67,84,89,78.08,79,78.72
吴凯,英语,1,男,97,86,79,1,1,1,100.0,81,93,89.7,73,78.01
冯想,会计学,1,男,97,82,92,0,1,0,33.33,94,82,77.77,63,67.43
吴洁,英语,4,女,70,94,65,1,1,1,100.0,86,72,82.4,92,89.12
陈洁,英语,3,女,60,81,63,1,1,1,100.0,78,91,82.65,90,87.79
詹秀云,英语,4,男,62,73,64,1,1,1,100.0,83,89,82.9,89,87.17
李欣,电子信息工程,4,女,73,95,81,1,0,1,66.67,86,80,79.73,67,70.82
杨伟,计算机科学与技术,4,女,81,82,63,1,1,1,100.0,89,82,85.35,65,71.1
曾柳,电子信息工程,3,男,68,86,64,1,1,1,100.0,98,98,90.8,67,74.14
包峰,电子信息工程,1,男,79,95,100,1,1,1,100.0,85,99,93.4,71,77.72
杨桂兰,英语,2,男,80,75,91,1,1,1,100.0,78,100,89.1,85,86.23
胡晨,会计学,2,女,64,88,63,1,1,1,100.0,85,100,87.75,94,92.12
梁玉梅,计算机科学与技术,2,女,87,68,74,1,0,1,66.67,72,76,73.23,79,77.27
曹强,电子信息工程,3,女,73,73,85,1,0,1,66.67,87,74,76.68,99,92.3
张淑英,电子信息工程,1,男,98,97,78,1,1,1,100.0,80,79,87.05,68,73.71
张慧,金融学,1,男,88,94,66,1,1,1,100.0,76,87,85.55,84,84.46
罗玉兰,英语,2,女,88,67,88,1,1,1,100.0,87,97,90.3,80,83.09
丁杰,金融学,4,女,88,64,89,1,1,1,100.0,85,91,88.1,61,69.13
庞春梅,电子信息工程,2,男,83,89,65,1,1,1,100.0,80,99,88.45,61,69.24
居刚,计算机科学与技术,1,男,88,80,89,1,1,1,100.0,96,95,93.45,95,94.54
吴丽丽,电子信息工程,1,女,62,79,68,1,1,1,100.0,94,85,85.65,77,79.6
彭凯,会计学,3,男,72,84,65,1,1,1,100.0,92,76,84.1,60,67.23
邱桂花,电子信息工程,2,男,76,83,96,1,1,1,100.0,80,83,86.25,72,76.28
商慧,电子信息工程,4,女,78,89,87,1,1,1,100.0,92,75,87.15,88,87.74
廖玉,计算机科学与技术,3,女,67,93,88,1,1,1,100.0,76,89,86.05,71,75.51
陆玉华,会计学,3,男,86,95,71,1,1,0,66.67,96,74,81.03,76,77.51
张璐,金融学,1,女,100,82,67,1,1,1,100.0,72,94,86.4,95,92.42
王红梅,英语,1,女,91,91,98,1,1,1,100.0,70,86,87.0,60,68.1
章磊,金融学,4,女,88,92,80,1,1,1,100.0,89,90,90.75,60,69.22
黄超,计算机科学与技术,4,男,76,73,63,1,1,1,100.0,76,86,81.7,92,88.91
董凤兰,英语,3,男,71,77,92,0,1,1,66.67,93,94,84.08,73,76.32
段畅,金融学,4,男,70,95,94,1,1,1,100.0,74,95,88.15,70,75.44
何宁,英语,4,男,87,94,61,1,1,1,100.0,72,86,83.7,71,74.81
王晶,电子信息工程,1,男,95,75,80,1,1,1,100.0,95,83,89.5,79,82.15
罗辉,计算机科学与技术,2,男,99,86,63,1,0,1,66.67,71,89,78.13,96,90.64
张桂兰,英语,2,女,69,95,94,1,1,1,100.0,96,96,93.8,63,72.24
谢丽娟,电子信息工程,3,女,98,94,86,1,1,1,100.0,75,72,84.55,75,77.86
黄文,会计学,2,女,61,62,86,1,1,1,100.0,75,70,77.15,99,92.44
王伟,金融学,2,女,99,72,81,1,1,1,100.0,84,80,86.2,65,71.36
李成,英语,3,女,81,85,72,1,1,1,100.0,88,95,89.55,67,73.76
王玉英,电子信息工程,1,男,82,88,60,1,1,1,100.0,78,86,84.0,81,81.9
鞠帆,金融学,2,男,65,90,82,1,1,1,100.0,99,88,90.45,64,71.94
王辉,计算机科学与技术,2,男,77,99,71,1,1,1,100.0,91,83,88.2,65,71.96
曾璐,计算机科学与技术,1,女,69,70,95,0,1,1,66.67,71,79,74.23,91,85.97
罗志强,电子信息工程,3,女,65,65,99,1,1,1,100.0,99,96,91.65,95,94.0
王岩,电子信息工程,3,女,75,70,85,1,1,1,100.0,81,80,83.25,63,69.07
朱宁,英语,1,女,97,76,75,1,1,1,100.0,76,91,86.55,89,88.26
周亮,金融学,4,女,80,70,91,1,1,0,66.67,81,99,82.43,88,86.33
徐秀梅,英语,4,男,70,62,66,1,1,1,100.0,70,100,82.3,64,69.49
陈岩,金融学,4,女,64,70,82,1,1,1,100.0,87,88,85.35,79,80.9
卢倩,英语,3,男,79,74,95,0,1,1,66.67,77,82,77.88,61,66.06
王军,电子信息工程,4,女,74,95,92,1,1,1,100.0,83,80,86.85,96,93.25
杨玉华,电子信息工程,4,女,76,97,86,1,1,1,100.0,71,73,81.9,83,82.67
李艳,会计学,4,女,74,73,97,1,1,1,100.0,73,87,84.4,96,92.52
张军,金融学,1,女,77,64,100,1,1,1,100.0,90,83,87.35,89,88.5
庞辉,计算机科学与技术,1,男,94,85,81,1,0,1,66.67,84,75,79.08,100,93.72
桑洋,会计学,3,男,95,99,100,1,1,1,100.0,92,78,91.9,62,70.97
李雪梅,英语,4,女,81,97,87,1,1,1,100.0,71,100,89.25,87,87.68
孙丽丽,金融学,1,女,70,71,74,0,0,1,33.33,84,93,72.42,78,76.33
潘莹,会计学,1,女,93,81,84,1,1,1,100.0,94,95,93.05,86,88.12
马鹏,电子信息工程,2,女,71,66,100,1,1,1,100.0,97,75,86.7,61,68.71
冯秀梅,电子信息工程,4,女,81,96,68,1,1,1,100.0,70,88,84.0,82,82.6
张海燕,会计学,3,女,94,89,64,1,1,1,100.0,94,98,92.7,100,97.81
李林,计算机科学与技术,3,男,88,72,89,1,1,1,100.0,99,95,93.4,67,74.92
刘娟,金融学,1,男,84,91,88,0,1,1,66.67,71,77,76.63,68,70.59
庞淑华,会计学,2,男,65,62,73,1,1,1,100.0,95,85,85.0,78,80.1
谢秀珍,金融学,3,女,84,71,65,0,1,1,66.67,93,90,81.08,87,85.22
邢鑫,金融学,4,女,64,82,91,1,0,1,66.67,71,84,75.78,84,81.53
韦建军,电子信息工程,1,女,94,74,78,1,1,1,100.0,85,73,84.1,60,67.23
李伟,会计学,4,男,72,76,64,1,1,1,100.0,98,74,84.2,97,93.16
和成,计算机科学与技术,2,男,83,80,86,1,1,1,100.0,86,100,91.4,74,79.22
李璐,计算机科学与技术,1,女,100,65,74,0,1,0,33.33,75,83,70.07,77,74.92
聂静,会计学,1,女,95,92,65,1,0,0,33.33,92,71,72.62,85,81.29
马雷,计算机科学与技术,4,男,93,84,93,1,0,1,66.67,84,98,85.83,97,93.65
尚勇,会计学,4,男,84,90,79,1,1,1,100.0,87,90,89.55,90,89.86
楼建华,会计学,2,男,60,71,92,1,1,1,100.0,100,99,92.05,91,91.32
雷慧,计算机科学与技术,2,女,92,98,95,1,1,1,100.0,74,76,86.0,65,71.3
刘宇,电子信息工程,4,男,67,78,98,1,1,1,100.0,98,76,87.8,87,87.24
罗荣,计算机科学与技术,2,男,68,83,87,1,1,1,100.0,96,99,92.55,92,92.16
刘冬梅,计算机科学与技术,1,女,83,64,87,1,1,1,100.0,99,92,91.15,96,94.54
吴雷,金融学,2,男,86,71,97,1,0,1,66.67,82,81,79.48,97,91.74
张建,英语,4,男,97,95,90,1,1,1,100.0,85,86,90.95,96,94.48
