学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
周斌,计算机科学与技术,3,男,71,89,92,1,1,1,100.0,75,100,88.95,100,96.68,91.45,11.36,95.58
苏秀英,英语,4,女,74,86,77,1,1,1,100.0,85,72,82.95,61,67.58,87.25,6.24,69.78
余冬梅,金融学,1,女,91,93,75,1,1,1,100.0,85,98,91.65,94,93.30,93.35,9.87,93.06
廖娜,英语,3,男,88,81,82,1,1,1,100.0,89,79,87.1,70,75.13,90.30,3.79,76.84
雷丹丹,计算机科学与技术,4,男,77,85,97,1,1,0,66.67,71,94,80.48,99,93.44,77.32,10.07,91.59
郭琳,英语,1,女,65,61,83,1,1,1,100.0,97,98,89.65,94,92.70,90.15,11.72,92.26
董杰,金融学,4,男,95,86,60,1,1,1,100.0,90,84,87.6,91,89.98,90.20,18.18,89.64
刘志强,金融学,2,男,89,88,70,0,1,1,66.67,99,90,85.28,75,78.08,79.72,10.69,79.11
李金凤,金融学,2,男,61,95,61,1,0,1,66.67,72,100,78.03,82,80.81,74.17,19.63,80.41
刘兰英,电子信息工程,2,男,92,91,97,1,1,1,100.0,89,89,92.5,99,97.05,94.70,3.21,96.40
傅彬,金融学,3,女,60,60,90,1,1,1,100.0,91,76,82.75,89,87.12,86.05,17.32,86.50
宋平,计算机科学与技术,4,女,87,87,81,1,1,1,100.0,80,100,90.5,84,85.95,92.50,3.46,86.60
王凤英,电子信息工程,2,男,97,77,85,0,0,1,33.33,76,85,72.82,66,68.05,63.38,10.07,68.73
万桂芝,英语,4,女,64,84,97,1,1,1,100.0,96,80,88.5,89,88.85,90.90,16.62,88.80
蒋红霞,金融学,4,女,84,100,67,1,1,1,100.0,71,93,86.1,88,87.43,89.70,16.50,87.24
何秀珍,电子信息工程,4,男,92,61,68,1,1,1,100.0,94,92,88.6,73,77.68,90,16.26,79.24
蒋秀华,金融学,2,女,73,97,72,1,1,1,100.0,96,73,86.45,78,80.54,89.55,14.15,81.38
张梅,电子信息工程,3,男,85,85,94,1,1,1,100.0,87,75,86.9,90,89.07,90.70,5.20,88.76
姚阳,英语,4,女,89,63,61,1,1,1,100.0,96,71,83.05,73,76.01,86.35,15.62,77.02
刘志强,金融学,4,男,85,79,61,1,1,1,100.0,82,75,81.75,77,78.42,86.05,12.49,78.90
谢琳,金融学,4,女,69,82,95,1,1,1,100.0,71,80,82.35,86,84.90,87.25,13,84.54
葛秀兰,会计学,4,女,67,75,97,1,1,1,100.0,98,85,89.65,61,69.60,91.35,15.53,72.46
吴晨,金融学,3,女,66,99,87,1,1,1,100.0,96,83,89.95,81,83.68,92.05,16.70,84.58
林宇,电子信息工程,4,女,81,92,66,1,1,0,66.67,85,96,82.48,78,79.34,77.72,13.05,79.79
尚龙,会计学,3,男,69,78,88,1,1,1,100.0,77,84,83.75,76,78.32,87.65,9.50,79.10
张慧,英语,1,女,69,61,68,1,1,1,100.0,85,84,82.05,63,68.71,85.15,4.36,70.62
吕杰,会计学,1,男,67,86,63,1,1,1,100.0,100,97,90.85,98,95.85,91.15,12.29,95.14
岳梅,英语,4,男,84,92,61,1,1,1,100.0,82,88,86.2,81,82.56,89.20,16.09,83.08
毛秀珍,计算机科学与技术,1,男,66,96,61,0,1,1,66.67,96,87,81.38,73,75.51,76.42,18.93,76.35
孟丹,会计学,2,女,70,83,76,1,1,1,100.0,71,86,82.15,61,67.34,86.45,6.51,69.46
苏雪梅,会计学,3,女,62,74,94,1,1,1,100.0,97,83,88.0,96,93.60,90,16.17,92.80
吴畅,会计学,2,女,69,78,67,1,1,1,100.0,70,74,77.4,94,89.02,83,5.86,87.36
陈涛,计算机科学与技术,2,男,83,87,71,1,1,1,100.0,71,73,80.1,87,84.93,85.70,8.33,84.24
张鑫,会计学,2,男,87,85,91,1,1,1,100.0,72,74,82.8,97,92.74,88.20,3.06,91.32
蔡帅,电子信息工程,1,女,85,88,84,1,1,1,100.0,76,91,87.45,81,82.94,90.75,2.08,83.58
唐凯,英语,2,男,64,82,86,1,1,1,100.0,87,78,84.45,70,74.34,87.95,11.72,75.78
石丽华,金融学,4,女,81,73,71,1,1,1,100.0,79,74,80.75,70,73.22,85.45,5.29,74.30
李建国,金融学,1,男,60,85,90,0,1,1,66.67,71,72,72.58,67,68.67,71.62,16.07,69.23
朱玲,电子信息工程,4,男,71,71,98,1,0,1,66.67,92,71,78.08,79,78.72,75.12,15.59,78.63
和凯,金融学,1,女,66,74,96,1,1,0,66.67,86,74,76.93,74,74.88,74.27,15.53,75.17
叶兰英,金融学,3,女,62,61,64,1,1,1,100.0,80,84,79.7,68,71.51,83.30,1.53,72.68
孟静,会计学,2,女,65,90,86,1,1,1,100.0,84,76,84.1,72,75.63,88.10,13.43,76.84
崔浩,电子信息工程,4,男,71,78,65,1,1,1,100.0,99,98,90.65,100,97.20,90.95,6.51,96.26
陶凯,英语,3,女,72,96,73,1,1,1,100.0,79,93,87.1,73,77.23,89.90,13.58,78.64
何雷,计算机科学与技术,4,男,90,92,68,1,1,1,100.0,73,75,82.0,93,89.70,87.20,13.32,88.60
王伟,会计学,1,男,98,66,60,1,1,1,100.0,84,75,82.15,60,66.64,86.25,20.43,68.86
黄东,电子信息工程,3,男,86,99,96,1,1,1,100.0,98,74,91.1,96,94.53,93.90,6.81,94.04
宋平,会计学,4,男,80,65,93,0,1,1,66.67,96,75,79.88,63,68.06,76.12,14.01,69.75
万洋,计算机科学与技术,2,男,69,79,93,1,1,1,100.0,90,85,87.85,80,82.35,90.35,12.06,83.14
冯欢,会计学,3,男,64,69,92,1,0,1,66.67,91,91,81.33,100,94.40,76.47,14.93,92.53
夏杨,英语,3,男,97,96,83,1,1,1,100.0,77,74,85.35,81,82.30,90.25,7.81,82.74
陆彬,电子信息工程,1,男,100,66,74,1,1,0,66.67,70,85,76.08,86,83.02,73.92,17.78,82.03
林桂芝,计算机科学与技术,2,女,98,100,78,1,1,1,100.0,76,74,85.1,79,80.83,90.10,12.17,81.44
戴桂芝,金融学,3,男,66,85,92,1,1,1,100.0,81,88,86.55,86,86.16,89.65,13.45,86.22
顾秀芳,会计学,2,男,64,77,98,1,1,1,100.0,99,95,92.4,65,73.22,93,17.16,75.96
刘伟,会计学,3,女,95,67,70,1,1,1,100.0,82,70,81.2,91,88.06,86,15.37,87.08
张玉华,金融学,3,男,84,75,73,1,1,1,100.0,90,88,87.7,89,88.61,89.90,5.86,88.48
郭峰,计算机科学与技术,4,男,75,79,100,1,1,1,100.0,74,82,84.4,76,78.52,88.80,13.43,79.36
詹丽娟,会计学,2,男,80,94,80,1,1,1,100.0,75,100,89.15,64,71.54,91.65,8.08,74.06
黄婷,英语,3,男,62,78,94,1,1,1,100.0,71,77,80.4,85,83.62,85.60,16,83.16
高宁,会计学,1,女,70,100,86,1,1,1,100.0,73,100,88.85,88,88.26,91.55,15.01,88.34
史涛,金融学,4,男,83,88,98,1,1,1,100.0,79,96,90.65,64,72,93.15,7.64,74.66
陈文,计算机科学与技术,3,女,90,85,97,1,0,1,66.67,98,99,89.78,67,73.83,83.42,6.03,76.11
徐杰,英语,2,女,70,100,97,1,1,1,100.0,87,76,87.45,95,92.74,91.15,16.52,91.98
郭玉梅,金融学,2,女,66,63,94,1,1,1,100.0,95,93,89.3,88,88.39,90.50,17.10,88.52
郭娟,会计学,4,女,98,86,83,1,1,0,66.67,83,98,85.28,69,73.88,80.52,7.94,75.51
张伟,电子信息工程,1,女,84,68,73,1,0,1,66.67,87,77,76.83,94,88.85,73.77,8.19,87.13
孟博,计算机科学与技术,1,女,81,71,79,1,1,1,100.0,93,74,84.85,87,86.35,88.15,5.29,86.14
沈华,会计学,4,女,76,88,63,1,0,1,66.67,79,98,80.28,92,88.48,75.92,12.50,87.31
刘建,金融学,1,男,65,78,61,1,1,1,100.0,71,80,78.15,82,80.84,83.05,8.89,80.46
张莹,计算机科学与技术,3,女,91,91,99,1,1,1,100.0,80,87,89.85,65,72.46,93.15,4.62,74.94
王淑珍,金融学,1,女,68,67,63,1,1,1,100.0,85,73,79.3,62,67.19,83.50,2.65,68.92
田凤兰,金融学,2,男,72,85,85,1,1,1,100.0,99,89,91.2,81,84.06,92.40,7.51,85.08
柯楠,会计学,1,男,92,64,78,0,1,1,66.67,92,79,79.48,81,80.54,75.72,14,80.39
倪春梅,金融学,3,男,86,98,61,1,1,1,100.0,81,99,89.5,98,95.45,91.50,18.88,94.60
贺琴,英语,4,女,78,66,89,1,1,0,66.67,95,89,82.63,87,85.69,77.57,11.50,85.25
刘秀英,计算机科学与技术,2,男,83,65,90,1,1,1,100.0,80,86,85.3,87,86.49,88.70,12.90,86.32
谢帆,金融学,4,女,95,73,77,1,1,1,100.0,95,97,92.5,72,78.15,93.30,11.72,80.20
胡玲,电子信息工程,3,男,66,64,77,1,1,1,100.0,78,74,78.7,63,67.71,83.50,7,69.28
姜宇,英语,4,女,97,74,98,1,1,1,100.0,91,99,94.4,66,74.52,95.40,13.58,77.36
单倩,金融学,1,女,75,69,63,0,1,1,66.67,85,76,74.28,90,85.28,71.52,6,83.71
李玉英,电子信息工程,4,男,79,94,90,1,1,1,100.0,83,83,87.8,65,71.84,91.20,7.77,74.12
宁琴,英语,1,男,65,77,84,1,1,1,100.0,90,98,89.6,97,94.78,90.80,9.61,94.04
吴燕,英语,2,女,69,61,87,1,1,1,100.0,99,94,89.95,96,94.18,90.65,13.32,93.58
刘玉兰,英语,1,女,97,84,76,1,1,1,100.0,85,98,91.45,88,89.04,93.15,10.60,89.38
杨建华,计算机科学与技术,3,女,90,96,94,1,0,1,66.67,98,89,88.08,69,74.72,82.72,3.06,76.63
刘慧,会计学,4,女,98,98,92,1,1,1,100.0,95,88,94.55,100,98.36,96.25,3.46,97.82
王斌,英语,4,男,99,83,89,1,1,1,100.0,91,98,94.35,95,94.80,95.45,8.08,94.74
卢瑜,英语,2,女,87,80,63,1,1,1,100.0,95,92,89.75,77,80.82,91.05,12.34,82.10
王欣,电子信息工程,1,男,81,74,63,1,1,1,100.0,95,80,85.55,62,69.06,88.05,9.07,71.42
李桂芳,英语,1,女,70,98,92,1,1,1,100.0,89,81,88.5,77,80.45,91.50,14.74,81.60
武丽华,会计学,1,女,93,73,63,1,1,1,100.0,89,80,85.15,68,73.14,88.25,15.28,74.86
许宇,电子信息工程,1,女,66,86,97,0,1,1,66.67,70,80,75.73,77,76.62,74.07,15.72,76.49
杜雷,计算机科学与技术,2,女,67,83,60,1,1,0,66.67,95,92,81.08,90,87.32,75.72,11.79,86.43
冼洁,会计学,2,男,70,84,91,1,1,1,100.0,80,95,88.25,82,83.88,90.75,10.69,84.50
刘雷,金融学,2,女,63,71,64,1,1,1,100.0,72,84,78.8,91,87.34,83.20,4.36,86.12
吴桂英,电子信息工程,4,女,99,98,87,1,1,0,66.67,100,70,84.23,95,91.77,80.57,6.66,90.69
阚晶,英语,1,女,68,60,66,1,1,1,100.0,99,90,86.65,92,90.40,87.75,4.16,89.86
孙桂香,电子信息工程,2,女,99,91,77,0,1,0,33.33,90,84,76.87,80,79.06,66.13,11.14,78.75
冯鑫,计算机科学与技术,4,男,95,95,69,1,1,0,66.67,91,89,84.23,86,85.47,79.57,15.01,85.29
吴坤,英语,1,男,73,68,65,1,1,1,100.0,99,88,87.35,64,71,88.65,4.04,73.34
唐建国,计算机科学与技术,2,女,77,62,74,1,0,1,66.67,91,95,81.13,64,69.14,75.87,7.94,70.85
董军,会计学,3,男,66,89,71,1,1,1,100.0,79,89,84.6,99,94.68,87.80,12.10,93.24
彭鑫,会计学,1,女,100,78,81,1,1,1,100.0,72,78,83.4,96,92.22,88.40,11.93,90.96
涂磊,英语,1,男,75,97,81,1,1,1,100.0,92,80,88.3,87,87.39,91.10,11.37,87.52
马帆,会计学,3,男,88,66,78,1,1,1,100.0,99,91,90.7,77,81.11,91.70,11.02,82.48
王红霞,电子信息工程,1,女,97,68,80,1,0,1,66.67,100,97,87.08,67,73.02,80.72,14.57,75.03
汪红,英语,4,女,98,99,86,1,1,1,100.0,87,92,93.05,96,95.11,95.15,7.23,94.82
陈丽华,电子信息工程,1,女,75,64,86,1,1,1,100.0,80,87,84.25,67,72.18,87.55,11,73.90
卢鑫,电子信息工程,3,女,73,96,66,1,0,0,33.33,80,86,71.67,87,82.40,61.73,15.70,80.87
许云,金融学,4,男,77,90,93,1,1,0,66.67,74,91,80.58,74,75.97,77.42,8.50,76.63
邵刚,英语,2,男,83,64,74,1,1,0,66.67,87,95,80.93,79,79.58,76.07,9.50,79.77
刘晶,电子信息工程,3,男,68,60,78,1,1,0,66.67,88,94,79.43,93,88.93,74.57,9.02,87.57
罗明,金融学,2,男,62,92,93,1,1,1,100.0,86,76,85.2,86,85.76,89,17.62,85.68
莫兰英,英语,3,女,65,64,73,0,0,1,33.33,100,87,73.62,62,65.49,61.58,4.93,66.65
邵平,英语,1,女,86,66,93,1,1,1,100.0,88,97,90.75,91,90.92,92.25,14.01,90.90
侯凤兰,会计学,4,女,69,76,70,1,1,0,66.67,76,72,71.83,85,81.05,70.37,3.79,79.73
张桂花,计算机科学与技术,4,男,79,79,89,1,0,1,66.67,96,94,85.53,80,81.66,79.87,5.77,82.21
黄金凤,电子信息工程,3,女,94,81,65,1,1,1,100.0,92,76,86.0,69,74.10,89.20,14.53,75.80
黄静,英语,2,女,67,82,73,1,0,0,33.33,96,75,71.62,93,86.59,61.18,7.55,84.45
李霞,会计学,3,女,87,81,99,1,1,1,100.0,87,85,89.7,90,89.91,92.50,9.17,89.88
盖金凤,计算机科学与技术,1,女,77,69,73,1,1,0,66.67,83,84,76.98,72,73.49,73.62,4,73.99
苏宇,计算机科学与技术,1,女,66,70,99,1,1,0,66.67,81,78,76.58,87,83.87,74.02,18.01,82.83
田博,会计学,3,女,80,77,83,1,1,0,66.67,79,87,78.83,87,84.55,75.57,3,83.73
王丹,金融学,4,男,100,83,62,1,0,1,66.67,91,96,84.58,87,86.27,79.22,19.04,86.03
关建平,金融学,2,女,73,98,78,1,1,1,100.0,97,96,93.15,88,89.54,93.85,13.23,90.06
黄平,会计学,1,女,70,78,69,0,1,1,66.67,98,94,83.03,85,84.41,77.17,4.93,84.21
谢瑞,计算机科学与技术,4,女,96,78,65,1,1,1,100.0,95,89,89.9,97,94.87,91.50,15.57,94.16
任桂珍,计算机科学与技术,1,男,61,71,75,1,1,1,100.0,86,99,86.95,74,77.88,88.45,7.21,79.18
张建国,会计学,2,男,68,89,70,1,1,1,100.0,98,95,90.95,82,84.68,91.65,11.59,85.58
梁强,金融学,4,女,62,90,67,1,1,1,100.0,79,97,85.9,61,68.47,88.30,14.93,70.96
林红霞,英语,2,男,90,77,86,1,1,1,100.0,72,100,88.3,98,95.09,91.10,6.66,94.12
陈琴,英语,2,男,66,92,63,1,1,1,100.0,93,99,90.1,64,71.83,90.90,15.95,74.44
侯涛,计算机科学与技术,3,男,69,98,78,0,1,1,66.67,89,100,85.08,74,77.32,79.52,14.84,78.43
陈桂花,英语,4,女,60,91,67,1,0,1,66.67,93,92,81.38,88,86.01,76.22,16.26,85.35
叶峰,电子信息工程,4,男,85,71,81,1,1,1,100.0,90,87,87.95,95,92.88,90.25,7.21,92.18
李凤兰,英语,2,女,85,65,90,1,1,1,100.0,77,92,86.25,75,78.38,89.35,13.23,79.50
赵莹,英语,3,女,92,98,88,1,1,1,100.0,99,77,91.8,99,96.84,94.20,5.03,96.12
彭建军,电子信息工程,1,男,88,78,95,1,1,0,66.67,88,96,85.43,97,93.53,80.37,8.54,92.37
韩辉,英语,4,女,67,67,76,1,1,1,100.0,87,93,86.0,70,74.80,88,5.20,76.40
张利,金融学,3,男,62,81,73,1,1,1,100.0,73,76,78.85,94,89.46,83.95,9.54,87.94
温琴,电子信息工程,2,女,69,77,82,1,0,1,66.67,73,94,77.88,80,79.36,74.52,6.56,79.15
赵琴,会计学,3,男,97,61,98,1,1,1,100.0,99,72,88.35,100,96.50,91.25,21.08,95.34
王楠,会计学,2,女,79,94,66,1,0,0,33.33,94,74,72.57,67,68.67,62.43,14.01,69.23
冯婷,会计学,4,女,79,92,80,1,1,1,100.0,92,71,85.85,99,95.06,89.55,7.23,93.74
杨淑珍,计算机科学与技术,2,男,75,100,74,0,1,1,66.67,75,82,77.48,69,71.54,75.12,14.73,72.39
王红,金融学,4,男,97,60,87,1,1,1,100.0,86,99,90.65,60,69.19,92.15,19.14,72.26
汤丽华,计算机科学与技术,1,男,71,100,84,1,1,1,100.0,86,99,91.75,95,94.02,93.25,14.53,93.70
唐柳,英语,2,女,67,74,72,1,1,1,100.0,81,97,85.8,64,70.54,88,3.61,72.72
王红,金融学,2,男,63,70,86,1,1,1,100.0,79,70,79.15,100,93.74,84.25,11.79,91.66
许雪梅,会计学,2,女,91,84,66,1,1,0,66.67,73,91,78.43,62,66.93,75.37,12.90,68.57
伏佳,金融学,3,男,68,63,72,1,1,1,100.0,96,74,82.8,74,76.64,85.80,4.51,77.52
余彬,英语,1,男,73,67,64,1,1,1,100.0,90,84,83.9,69,73.47,86.50,4.58,74.96
毕宇,会计学,2,男,75,79,100,1,0,1,66.67,78,96,82.23,99,93.97,78.17,13.43,92.29
蒙丽娟,金融学,1,女,83,90,70,1,1,1,100.0,91,81,87.3,80,82.19,90.10,10.15,82.92
李军,会计学,1,男,81,75,78,1,0,1,66.67,90,72,77.23,65,68.67,74.37,3,69.89
吴颖,电子信息工程,4,男,84,100,66,1,0,1,66.67,95,85,83.33,71,74.70,78.67,17.01,75.93
杨俊,电子信息工程,2,男,83,90,90,1,1,0,66.67,97,70,81.38,98,93.01,78.02,4.04,91.35
高桂荣,英语,1,女,99,84,66,1,1,1,100.0,91,82,88.15,98,95.04,90.85,16.52,94.06
申平,计算机科学与技术,4,女,79,62,81,1,1,1,100.0,97,100,91.45,99,96.74,91.75,10.44,95.98
周琴,计算机科学与技术,2,男,100,93,77,1,1,1,100.0,100,89,94.25,75,80.78,95.35,11.79,82.70
张阳,英语,4,男,82,89,74,0,1,1,66.67,76,79,76.58,72,73.37,74.42,7.51,73.83
刘超,电子信息工程,2,男,80,84,73,1,1,1,100.0,77,82,83.45,60,67.04,87.55,5.57,69.38
杜桂花,金融学,4,女,60,69,82,1,1,1,100.0,82,70,79.1,92,88.13,83.90,11.06,86.84
李欣,电子信息工程,3,女,76,66,70,1,1,1,100.0,94,97,88.95,89,88.98,89.85,5.03,88.98
崔岩,会计学,2,男,92,100,84,1,1,1,100.0,83,77,87.6,89,88.58,91.60,8,88.44
常娟,电子信息工程,2,男,64,69,90,1,1,0,66.67,71,73,71.63,84,80.29,70.57,13.80,79.05
谢颖,金融学,1,男,77,98,61,1,1,1,100.0,88,72,83.6,72,75.48,87.60,18.56,76.64
胡文,英语,4,男,100,70,92,1,1,1,100.0,85,82,87.95,93,91.48,91.25,15.53,90.98
李燕,计算机科学与技术,2,男,62,96,73,1,1,1,100.0,82,94,87.1,85,85.63,89.50,17.35,85.84
徐建,英语,3,男,87,65,73,1,1,1,100.0,95,84,87.25,88,87.78,89.35,11.14,87.70
唐宁,会计学,3,女,88,87,85,1,1,1,100.0,84,73,85.25,64,70.38,89.55,1.53,72.50
孙勇,会计学,1,女,90,87,84,1,1,1,100.0,92,85,90.35,83,85.20,92.65,3,85.94
徐阳,金融学,2,男,88,67,77,1,1,1,100.0,93,93,89.7,68,74.51,91.10,10.50,76.68
杨冬梅,电子信息工程,4,女,81,97,66,1,1,1,100.0,100,97,93.65,76,81.30,93.95,15.50,83.06
陆建华,计算机科学与技术,3,女,75,66,95,1,1,1,100.0,70,91,83.85,94,90.96,87.75,14.84,89.94
徐娜,会计学,1,女,61,94,91,1,0,1,66.67,85,97,83.43,89,87.33,78.57,18.25,86.77
宋慧,会计学,2,男,69,79,64,1,1,1,100.0,73,76,78.45,61,66.24,83.55,7.64,67.98
杨凤英,电子信息工程,4,女,75,81,64,1,1,1,100.0,96,90,88.5,100,96.55,89.90,8.62,95.40
邓凤兰,英语,2,女,88,72,66,1,1,1,100.0,95,86,87.85,80,82.35,89.75,11.37,83.14
盛阳,计算机科学与技术,2,女,77,86,71,0,1,1,66.67,97,99,85.73,85,85.22,79.47,7.55,85.29
侯利,计算机科学与技术,3,男,83,81,94,1,0,1,66.67,84,78,79.63,73,74.99,76.77,7,75.65
杨浩,金融学,4,女,66,100,74,1,1,1,100.0,93,79,87.0,89,88.40,89.80,17.78,88.20
邓荣,电子信息工程,2,男,80,60,79,1,1,1,100.0,84,89,85.15,60,67.54,87.85,11.27,70.06
李波,金融学,2,女,64,94,74,1,1,1,100.0,72,89,83.45,84,83.84,87.35,15.28,83.78
刘建平,会计学,4,男,82,64,89,1,1,1,100.0,100,93,91.75,67,74.42,92.45,12.90,76.90
黄冬梅,英语,2,男,69,79,77,1,1,1,100.0,95,85,87.5,69,74.55,89.50,5.29,76.40
张晨,电子信息工程,2,男,70,98,97,1,1,1,100.0,88,97,92.75,77,81.72,94.25,15.89,83.30
胡洋,电子信息工程,1,女,66,90,61,1,1,1,100.0,88,94,87.2,68,73.76,89,15.50,75.68
周桂兰,金融学,4,女,77,81,88,1,1,1,100.0,87,96,90.35,96,94.30,92.05,5.57,93.74
王璐,计算机科学与技术,3,男,91,98,84,1,1,0,66.67,92,94,87.13,77,80.04,81.87,7,81.05
马金凤,英语,4,男,89,63,81,1,0,1,66.67,93,97,84.13,89,87.54,78.47,13.32,87.05
邹鹏,电子信息工程,4,女,74,65,91,1,1,1,100.0,100,85,89.25,88,88.38,90.75,13.20,88.50
冯想,计算机科学与技术,1,女,67,78,78,1,0,0,33.33,93,88,74.22,76,75.47,62.78,6.35,75.29
张娟,金融学,2,男,72,85,89,1,1,1,100.0,99,95,93.1,72,78.33,93.70,8.89,80.44
耿秀芳,会计学,3,男,68,67,90,1,1,1,100.0,87,82,84.75,79,80.72,87.85,13,81.30
童涛,电子信息工程,3,男,74,90,67,1,0,1,66.67,88,96,82.43,91,88.43,77.37,11.79,87.57
王文,电子信息工程,3,男,80,84,63,1,0,1,66.67,81,78,75.78,72,73.13,73.22,11.15,73.51
王建国,计算机科学与技术,3,女,83,72,71,1,1,1,100.0,83,100,88.35,71,76.20,90.05,6.66,77.94
何坤,金融学,1,男,98,75,80,1,1,1,100.0,84,96,90.3,60,69.09,92.30,12.10,72.12
刘静,金融学,1,女,69,93,73,1,1,1,100.0,71,80,81.25,72,74.78,86.15,12.86,75.70
徐金凤,电子信息工程,4,女,81,93,67,1,1,1,100.0,99,97,93.1,83,86.03,93.50,13.01,87.04
佟玉英,英语,4,女,97,99,78,1,1,1,100.0,93,85,91.9,92,91.97,94.10,11.59,91.96
史娜,金融学,3,女,62,94,81,1,1,1,100.0,78,92,86.2,77,79.76,89.20,16.09,80.68
郭敏,会计学,2,男,93,84,70,1,1,1,100.0,77,91,86.7,62,69.41,89.90,11.59,71.88
吴林,电子信息工程,4,男,76,75,66,1,1,1,100.0,85,84,83.95,64,69.98,87.05,5.51,71.98
黎明,电子信息工程,2,女,90,81,60,1,1,1,100.0,73,93,84.6,85,84.88,88,15.39,84.84
麦淑珍,英语,2,男,99,66,92,1,1,1,100.0,78,89,87.45,82,83.64,90.75,17.39,84.18
邓刚,英语,4,女,84,67,82,1,1,1,100.0,85,94,88.05,61,69.11,90.15,9.29,71.82
程梅,英语,4,男,75,93,95,1,1,1,100.0,78,77,85.05,86,85.71,89.55,11.02,85.62
吴玉梅,计算机科学与技术,3,女,89,69,65,1,1,1,100.0,70,86,81.3,63,68.49,85.70,12.86,70.32
栾龙,计算机科学与技术,4,女,93,91,94,1,1,1,100.0,71,78,85.05,73,76.61,90.15,1.53,77.82
王红霞,计算机科学与技术,1,男,95,77,94,1,1,0,66.67,93,80,83.18,93,90.05,79.22,10.12,89.07
张军,电子信息工程,2,男,98,68,61,1,1,1,100.0,88,73,82.95,84,83.68,86.85,19.66,83.58
杨慧,英语,2,女,92,78,64,0,1,1,66.67,79,89,78.73,98,92.22,75.27,14,90.29
王柳,电子信息工程,4,女,61,98,60,1,1,1,100.0,88,85,85.15,88,87.14,87.85,21.66,86.86
刘建,电子信息工程,4,男,97,68,88,1,1,1,100.0,96,91,92.05,65,73.11,93.35,14.84,75.82
吴帆,英语,2,女,97,62,97,1,1,1,100.0,84,84,87.6,75,78.78,90.80,20.21,80.04
游阳,英语,2,男,66,84,69,1,1,0,66.67,80,76,74.23,64,67.07,71.97,9.64,68.09
郭楠,金融学,4,男,98,85,77,1,1,1,100.0,96,86,91.5,62,70.85,93.30,10.60,73.80
萧阳,会计学,1,男,82,93,92,1,1,1,100.0,93,72,87.95,88,87.98,91.45,6.08,87.98
姚强,电子信息工程,1,男,85,61,100,1,1,1,100.0,75,73,81.6,85,83.98,86.80,19.67,83.64
鞠岩,计算机科学与技术,3,男,76,77,61,1,1,1,100.0,70,79,78.65,93,88.70,83.75,8.96,87.26
陈彬,英语,3,女,92,63,74,1,1,0,66.67,83,70,74.48,94,88.14,72.52,14.64,86.19
李玉兰,金融学,2,男,79,85,88,1,1,1,100.0,80,80,85.2,99,94.86,89.20,4.58,93.48
李想,会计学,3,男,84,67,83,1,0,1,66.67,78,72,74.23,98,90.87,72.57,9.54,88.49
徐晨,英语,2,男,94,73,62,1,1,0,66.67,89,83,79.23,77,77.67,75.37,16.26,77.89
吴岩,计算机科学与技术,4,男,88,99,83,1,1,1,100.0,74,100,90.5,83,85.25,93.10,8.19,86
杨晶,计算机科学与技术,3,男,98,100,69,0,1,0,33.33,100,75,77.12,79,78.44,66.28,17.35,78.25
朱莉,会计学,1,男,87,75,87,1,1,1,100.0,92,73,86.15,100,95.84,89.65,6.93,94.46
武峰,会计学,3,男,88,95,65,1,1,1,100.0,88,83,87.55,75,78.76,90.45,15.70,80.02
崔兵,电子信息工程,4,女,87,97,93,1,1,1,100.0,86,99,93.95,60,70.18,95.45,5.03,73.58
陆建平,英语,2,男,71,64,91,1,0,1,66.67,100,97,85.18,94,91.35,78.82,14.01,90.47
徐旭,英语,4,女,73,86,94,1,1,0,66.67,70,89,78.38,92,87.91,75.82,10.60,86.55
顾玉华,电子信息工程,1,女,65,83,62,1,1,1,100.0,73,81,79.5,62,67.25,84.10,11.36,69
陈俊,会计学,3,男,82,95,99,1,1,1,100.0,84,92,91.6,94,93.28,94,8.89,93.04
张红梅,电子信息工程,4,女,94,76,72,1,0,1,66.67,92,96,84.53,78,79.96,79.07,11.72,80.61
张旭,英语,4,男,66,87,60,1,1,1,100.0,97,87,87.3,75,78.69,88.90,14.18,79.92
罗秀梅,计算机科学与技术,3,男,98,88,60,1,1,1,100.0,98,88,91.1,69,75.63,92.50,19.70,77.84
童淑英,金融学,2,男,73,83,97,1,1,1,100.0,98,87,91.55,77,81.36,93.05,12.06,82.82
周丽娟,计算机科学与技术,3,男,65,75,92,1,1,1,100.0,79,89,85.2,74,77.36,88.40,13.65,78.48
李勇,英语,3,女,79,88,98,1,1,0,66.67,90,94,85.83,77,79.65,80.77,9.50,80.53
马小红,计算机科学与技术,3,女,68,87,94,1,0,1,66.67,78,78,77.23,84,81.97,74.97,13.45,81.29
武晶,电子信息工程,1,男,79,88,71,1,1,1,100.0,77,90,85.55,72,76.06,88.85,8.50,77.42
周玉梅,金融学,4,女,86,91,89,1,1,1,100.0,87,90,90.85,72,77.66,93.15,2.52,79.54
伍晶,英语,4,男,94,88,95,1,1,1,100.0,94,81,91.45,100,97.44,93.95,3.79,96.58
郑秀芳,计算机科学与技术,3,男,77,81,89,1,1,1,100.0,96,79,88.45,60,68.54,90.95,6.11,71.38
王建国,英语,3,女,89,62,65,0,1,1,66.67,96,100,83.93,89,87.48,77.67,14.80,86.97
